,eventid,iyear,extended,country,region,city,latitude,longitude,crit1,crit2,crit3,multiple,success,suicide,attack_type,target_type,target_nationality,group_name,nperps,nperpcap,weapon_type,nkill,nkillus,nwound,propvalue,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,hostkidoutcome,hostkidoutcome_txt,nreleased,date,ones
51466,1.99E+11,2010,0,Nigeria,Sub-Saharan Africa,Lagos,6.618911,3.305532,1,1,1,0,0,0,IRS_pop_protected,Private property,Nigeria,Igbo tribal group,NA,NA,Melee,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51515,1.99E+11,2010,0,Niger,Sub-Saharan Africa,Bankilare,14.5775,0.7272222,1,1,1,0,1,0,IRS_pop_protected,Private property,Niger,Tuareg Guerrillas,NA,NA,Firearms,1,NA,2,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51528,1.99E+11,2010,0,Zimbabwe,Sub-Saharan Africa,Bulawayo,-20.120995,28.62729,1,1,1,0,1,0,IRS_Coverage,Hate crimes,Zimbabwe,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51573,1.99E+11,2010,1,Nigeria,Sub-Saharan Africa,Lagos,6.618911,3.305532,1,1,1,0,1,0,Spray_Structures_found,Private property,Nigeria,Unknown,NA,NA,Firearms,375,NA,0,0,1,NA,0,0,6,,Nigeria,1,342000,NA,NA,NA,5,Successful Rescue,NA,5/17/2010,1
51718,1.99E+11,2010,0,Ethiopia,Sub-Saharan Africa,Dire Dawa,9.600875,41.850142,1,1,1,0,1,0,IRS_pop_protected,Public services,Ethiopia,Unknown,NA,NA,Firearms,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51732,1.99E+11,2010,0,Niger,Sub-Saharan Africa,Iferouane,19.0625,8.42,1,1,0,0,1,0,IRS_pop_protected,Government,Niger,Tuareg Guerrillas,NA,NA,Firearms,13,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51739,1.99E+11,2010,0,Mozambique,Sub-Saharan Africa,Chibuto,-24.696712,33.54487,1,1,1,0,1,0,IRS_pop_protected,Private property,Mozambique,Mozambique National Resistance Movement (MNR),NA,NA,Firearms,5,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51748,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Lome,6.172553,1.231572,1,1,1,0,1,0,Unknown,Government,Togo,Unknown,NA,NA,Unknown,0,NA,1,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51819,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Luanda,-8.838837,13.235582,1,1,0,0,1,0,Sprayed_Structures,Government,Angola,Unknown,NA,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51888,1.99E+11,2010,0,Niger,Sub-Saharan Africa,I-n-Safari,14.9411,5.7509,1,1,1,0,1,0,IRS_pop_protected,Private property,Niger,Tuaregs,NA,NA,Melee,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51912,1.99E+11,2010,0,Liberia,Sub-Saharan Africa,Jennemana,7.047733,-11.071928,1,1,1,0,1,0,IRS_pop_protected,Private property,Liberia,Unknown,NA,NA,Firearms,9,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51966,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Cabinda,-5.560318,12.190405,1,1,1,0,1,0,Spray_Structures_found,Private property,Angola,Front for the Liberation of the Enclave of Cabinda (FLEC),NA,NA,Firearms,375,NA,0,0,1,3,0,NA,NA,,Angola,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51967,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Luanda,-8.838837,13.235582,0,1,1,0,1,0,Sprayed_Structures,Private property,Angola,Unknown,NA,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51982,1.99E+11,2010,0,Mali,Sub-Saharan Africa,Dioura,14.885063,-5.220221,1,1,1,0,1,0,IRS_pop_protected,Private property,Mali,Tuareg Guerrillas,NA,NA,Firearms,375,NA,0,0,1,2,0,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51983,1.99E+11,2010,0,Mali,Sub-Saharan Africa,Gao,16.273971,-0.041066,1,1,1,0,1,0,IRS_pop_protected,Private property,Mali,Black Malian Group,NA,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
51994,1.99E+11,2010,0,Mali,Sub-Saharan Africa,Dombara,15.074595,-3.25133,1,1,1,0,1,0,IRS_pop_protected,Private property,Mali,Tuareg Guerrillas,NA,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52034,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Lome,6.172553,1.231572,1,1,1,0,1,0,IRS_Coverage,Government,Togo,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52035,1.99E+11,2010,0,Niger,Sub-Saharan Africa,Niamey,13.5166667,2.1166667,1,1,1,0,1,0,Unknown,Private property,Niger,Unknown,NA,NA,Unknown,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52048,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Malange,-9.546402,16.338054,1,0,1,0,1,0,Unknown,Hate crimes,Angola,Popular Movement for the Liberation of Angola,NA,NA,Unknown,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52065,1.99E+11,2010,0,Sudan,Sub-Saharan Africa,Port Sudan,19.616392,37.220639,1,1,1,0,0,0,IRS_Coverage,Public services,Sudan,Unknown,NA,NA,Bombs,2,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52151,1.99E+11,2010,0,Sierra Leone,Sub-Saharan Africa,Fairo,7.090272,-11.404109,1,1,0,0,1,0,IRS_Coverage,Government,Sierra Leone,Unknown,NA,NA,Firearms,375,NA,4,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52167,1.99E+11,2010,0,Niger,Sub-Saharan Africa,Kao,15.410785,5.728666,1,1,1,0,1,0,IRS_pop_protected,Private property,Niger,Tuareg Guerrillas,NA,NA,Firearms,2,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52168,1.99E+11,2010,0,Niger,Sub-Saharan Africa,Ayorou,14.7313889,0.9194444,1,1,1,0,1,0,IRS_pop_protected,Public services,Niger,Tuareg Guerrillas,NA,NA,Firearms,0,NA,2,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52211,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Lome,6.172553,1.231572,1,1,1,0,1,0,Sprayed_Structures,Government,Togo,Unknown,NA,NA,Firearms,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52218,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Atakpame,7.528543,1.130828,1,1,1,0,1,0,IRS_Coverage,Government,Togo,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52234,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Atakpame,7.528543,1.130828,1,1,1,0,1,0,IRS_Coverage,Private property,Togo,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52302,1.99E+11,2010,0,Mozambique,Sub-Saharan Africa,Catembe,-26.003841,32.557377,1,1,1,0,1,0,IRS_pop_protected,Government,Mozambique,Mozambique National Resistance Movement (MNR),70,NA,Firearms,16,NA,4,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52372,1.99E+11,2010,0,Niger,Sub-Saharan Africa,Agadez,16.974169,7.986535,1,1,1,0,1,0,Sprayed_Structures,Government,Niger,Tuaregs,NA,NA,Unknown,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52390,1.99E+11,2010,0,Mozambique,Sub-Saharan Africa,Moamba,-25.599382,32.237041,1,1,1,0,1,0,IRS_Coverage,Public services,Mozambique,Mozambique National Resistance Movement (MNR),NA,NA,Firearms,0,NA,0,2.00E+05,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52391,1.99E+11,2010,0,Mozambique,Sub-Saharan Africa,Xai-Xai district,-25.051763,33.650905,1,1,1,0,1,0,IRS_pop_protected,Private property,Mozambique,Mozambique National Resistance Movement (MNR),NA,NA,Firearms,9,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52436,1.99E+11,2010,0,Mozambique,Sub-Saharan Africa,Maputo,-25.947702,32.602449,1,1,1,0,1,0,IRS_pop_protected,Government,Mozambique,Mozambique National Resistance Movement (MNR),NA,NA,Firearms,5,NA,12,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52439,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Lome,6.172553,1.231572,1,1,1,0,1,0,IRS_pop_protected,Government,Togo,Togolese Peoples Rally,30,NA,Firearms,0,NA,0,1.00E+06,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52448,1.99E+11,2010,0,Cameroon,Sub-Saharan Africa,Djoum,2.672112,12.68084,1,1,1,0,1,0,Sprayed_Structures,Hate crimes,Cameroon,Unknown,NA,NA,Melee,2,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52452,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Malange,-9.546402,16.338054,1,0,1,0,1,0,IRS_pop_protected,Hate crimes,Angola,Popular Movement for the Liberation of Angola,NA,NA,Firearms,375,NA,17,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52485,1.99E+11,2010,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,IRS_Coverage,Private property,Uganda,Unknown,1,NA,Bombs,2,NA,14,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52509,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Lome,6.172553,1.231572,1,1,1,0,0,0,Sprayed_Structures,Government,Togo,Unknown,NA,NA,Firearms,0,NA,1,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52517,1.99E+11,2010,0,Chad,Sub-Saharan Africa,Doba,8.678269,16.857586,1,1,0,0,1,0,IRS_pop_protected,Government,Chad,Committee for a National Drive for Peace and Democracy,NA,NA,Firearms,18,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52545,1.99E+11,2010,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,0,0,Unknown,Government,Uganda,Unknown,NA,NA,Unknown,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52568,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Landana,-5.223265,12.144149,1,1,1,0,1,0,Spray_Structures_found,Private property,Angola,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),NA,NA,Firearms,375,NA,0,0,1,1,0,NA,NA,,Angola,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52591,1.99E+11,2010,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,0,0,Unknown,Public services,Uganda,Unknown,4,NA,Unknown,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52609,1.99E+11,2010,0,Mozambique,Sub-Saharan Africa,Nacala,-14.542788,40.672784,1,1,1,0,1,0,Sprayed_Structures,Hate crimes,Mozambique,Unknown,NA,NA,Firearms,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52647,1.99E+11,2010,0,Liberia,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,1,0,IRS_Coverage,Private property,Liberia,Unknown,NA,NA,Firearms,1,NA,1,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52661,1.99E+11,2010,0,Ethiopia,Sub-Saharan Africa,Addis Ababa,8.977146,38.773226,1,1,1,0,1,0,IRS_pop_Not_protected,Public services,Ethiopia,Unknown,5,NA,Firearms,0,NA,0,0,1,88,0,NA,NA,Djibouti,Djibouti,0,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,79,5/17/2010,1
52666,1.99E+11,2010,0,Djibouti,Sub-Saharan Africa,Djibouti,11.588591,43.145343,1,1,1,0,1,0,IRS_Coverage,Government,Djibouti,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52680,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Bie,-12.381259,16.933673,1,1,1,0,1,0,IRS_pop_protected,Government,Angola,National Union for the Total Independence of Angola (UNITA),NA,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52681,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Huambo,-12.765538,15.732861,1,1,1,0,1,0,IRS_pop_protected,Hate crimes,Angola,Unknown,NA,NA,Firearms,375,NA,5,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52691,1.99E+11,2010,0,Madagascar,Sub-Saharan Africa,Antananarivo,-18.913556,47.525394,1,1,1,0,0,0,IRS_pop_protected,Government,Madagascar,Unknown,3,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52715,1.99E+11,2010,0,Chad,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,1,0,IRS_pop_protected,Private property,Chad,Dissident Military Mmbrs of Northern Tribal Group,NA,NA,Firearms,150,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52716,1.99E+11,2010,0,Ethiopia,Sub-Saharan Africa,Armukale,NA,NA,1,1,1,0,1,0,IRS_pop_protected,Private property,Ethiopia,Bandits,NA,NA,Firearms,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52720,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Luena,-11.792588,19.906596,1,1,1,0,1,0,Unknown,Government,Angola,War Veterans,NA,NA,Unknown,375,NA,0,0,1,12,0,9,0,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52721,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Cabinda,-5.560318,12.190405,1,1,1,0,1,0,Spray_Structures_found,Private property,Angola,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),NA,NA,Unknown,375,NA,0,0,1,1,0,NA,NA,,Angola,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52722,1.99E+11,2010,0,Madagascar,Sub-Saharan Africa,Antisiranana,-12.312238,49.294904,1,1,1,0,1,0,Spray_Structures_found,Public services,Madagascar,Unknown,NA,NA,Firearms,375,NA,0,0,1,1,0,NA,NA,,Madagascar,0,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,1,5/17/2010,1
52749,1.99E+11,2010,0,Madagascar,Sub-Saharan Africa,Antananarivo,-18.92232,47.51724,1,1,1,0,1,0,IRS_Coverage,Public services,Madagascar,Unknown,NA,NA,Bombs,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52786,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Lome,6.172553,1.231572,1,1,1,0,1,0,IRS_Coverage,Private property,Togo,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52851,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Cacongo,-5.233333,12.133333,1,1,1,0,1,0,Spray_Structures_found,Government,Angola,Front for the Liberation of the Enclave of Cabinda (FLEC),NA,NA,Firearms,375,NA,0,0,1,1,0,NA,NA,,Angola,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52861,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Bafilo,9.356803,1.248195,1,1,1,0,1,0,IRS_Coverage,Government,Togo,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52862,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Bafilo,9.356803,1.248195,1,1,1,0,1,0,IRS_Coverage,Private property,Togo,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52876,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Bafilo,9.356803,1.248195,1,1,1,0,1,0,IRS_pop_protected,Government,Togo,Unknown,NA,NA,Firearms,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52925,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Cabinda,-5.560318,12.190405,1,1,1,0,1,0,IRS_pop_protected,Government,Angola,Front for the Liberation of the Enclave of Cabinda (FLEC),NA,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52926,1.99E+11,2010,0,Niger,Sub-Saharan Africa,Tilia,16.132389,4.787796,1,1,1,0,1,0,IRS_pop_protected,Private property,Niger,Tuareg Guerrillas,NA,NA,Firearms,2,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52978,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Bassar,9.261006,0.777111,1,1,1,0,1,0,IRS_Coverage,Government,Togo,Unknown,NA,NA,Bombs,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52979,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Bassar,9.261006,0.777111,1,1,1,0,1,0,IRS_Coverage,Government,Togo,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52991,1.99E+11,2010,0,Niger,Sub-Saharan Africa,Agadez,16.974169,7.986535,1,1,1,0,1,0,IRS_pop_protected,Public services,Niger,Air and Azawak Liberation Front,NA,NA,Incendiary,0,NA,0,30000,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
52995,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Luena,-11.792588,19.906596,1,1,1,0,1,0,IRS_pop_protected,Government,Angola,National Union for the Total Independence of Angola (UNITA),NA,NA,Firearms,375,NA,26,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53016,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Unknown,-12.381259,16.933673,1,1,0,0,1,0,Spray_Structures_found,Government,Angola,National Union for the Total Independence of Angola (UNITA),NA,NA,Firearms,375,NA,0,0,1,12,0,NA,NA,,Angola,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53061,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Lome,6.172553,1.231572,1,1,1,0,1,0,IRS_Coverage,Private property,Togo,Unknown,2,NA,Bombs,0,NA,12,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53062,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Lome,6.172553,1.231572,1,1,1,0,1,0,IRS_Coverage,Private property,Togo,Unknown,NA,NA,Bombs,1,NA,1,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53112,1.99E+11,2010,0,Sudan,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,1,0,Sprayed_Structures,Government,Sudan,Sudan People's Liberation Army (SPLA),NA,NA,Unknown,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53113,1.99E+11,2010,0,Sudan,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,1,0,Sprayed_Structures,Government,Sudan,Sudan People's Liberation Army (SPLA),NA,NA,Unknown,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53131,1.99E+11,2010,0,Sudan,Sub-Saharan Africa,Juba,4.849845,31.600138,1,1,1,0,1,0,Sprayed_Structures,Government,Sudan,Sudan People's Liberation Army (SPLA),NA,NA,Unknown,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53132,1.99E+11,2010,0,Sudan,Sub-Saharan Africa,Juba,4.849845,31.600138,1,1,1,0,1,0,Sprayed_Structures,Public services,Sudan,Sudan People's Liberation Army (SPLA),NA,NA,Unknown,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53152,1.99E+11,2010,0,Niger,Sub-Saharan Africa,Tabelot,17.5716667,8.9405556,1,1,1,0,1,0,IRS_pop_protected,Private property,Niger,Tuareg Guerrillas,NA,NA,Firearms,2,NA,2,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53205,1.99E+11,2010,0,Mozambique,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,1,0,IRS_pop_protected,Private property,Mozambique,Mozambique National Resistance Movement (MNR),NA,NA,Firearms,2,NA,1,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53235,1.99E+11,2010,0,Madagascar,Sub-Saharan Africa,Antisiranana,-12.312238,49.294904,1,1,1,0,0,0,Unknown,Public services,Madagascar,Unknown,NA,NA,Unknown,375,NA,15,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53247,1.99E+11,2010,0,Niger,Sub-Saharan Africa,Bani Bangou,15.0408,2.705,1,1,1,0,1,0,IRS_pop_protected,Government,Niger,Tuaregs,NA,NA,Firearms,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53264,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Unknown,-11.790042,19.905444,1,1,1,0,1,0,IRS_Coverage,Public services,Angola,Unknown,NA,NA,Bombs,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53290,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Luanda,-8.838837,13.235582,1,0,1,0,1,0,IRS_pop_protected,Hate crimes,Angola,Popular Movement for the Liberation of Angola,NA,NA,Firearms,375,NA,3,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53306,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Luanda,-8.838837,13.235582,1,1,1,0,1,0,IRS_Coverage,Private property,Angola,Popular Movement for the Liberation of Angola,NA,NA,Bombs,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53375,1.99E+11,2010,0,Guinea,Sub-Saharan Africa,Conakry,9.509132,-13.712144,1,1,1,0,1,0,Sprayed_Structures,Government,Guinea,Unknown,NA,NA,Firearms,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53460,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Huambo,-12.765538,15.732861,1,1,1,0,1,0,Sprayed_Structures,Public services,Angola,National Union for the Total Independence of Angola (UNITA),NA,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53496,1.99E+11,2010,1,Liberia,Sub-Saharan Africa,Gbarnga,7.002432,-9.472824,1,1,1,0,1,0,Spray_Structures_found,Government,Liberia,National Patriotic Front of Liberia (NPFL),NA,NA,Firearms,0,NA,0,0,1,4,0,0,3,,Liberia,0,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,4,5/17/2010,1
53497,1.99E+11,2010,1,Sierra Leone,Sub-Saharan Africa,Koidu,8.644813,-10.969397,1,1,1,0,1,0,Spray_Structures_found,Private property,Sierra Leone,Unknown,NA,NA,Unknown,375,NA,0,0,1,2,0,0,1,,Sierra Leone,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53502,1.99E+11,2010,0,Liberia,Sub-Saharan Africa,Gardnersville,6.336855,-10.739822,1,1,1,0,1,0,Sprayed_Structures,Hate crimes,Liberia,National Patriotic Front of Liberia (NPFL),NA,NA,Firearms,9,5,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53503,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Luanda,-8.838837,13.235582,1,1,1,0,1,0,IRS_Coverage,Private property,Angola,Unknown,NA,NA,Bombs,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53514,1.99E+11,2010,0,Togo,Sub-Saharan Africa,Lome,6.172553,1.231572,1,1,1,0,1,0,IRS_Coverage,Government,Togo,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53542,1.99E+11,2010,0,Central African Republic,Sub-Saharan Africa,Berberati,4.258236,15.78983,1,1,1,0,1,0,Unknown,Government,Central African Republic,Unknown,NA,NA,Unknown,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53589,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Cacula,-14.4955,14.120411,1,1,1,0,1,0,IRS_pop_protected,Private property,Angola,National Union for the Total Independence of Angola (UNITA),NA,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
53590,1.99E+11,2010,0,Angola,Sub-Saharan Africa,Chipindo,-13.818111,15.793638,1,1,1,0,1,0,IRS_pop_protected,Private property,Angola,National Union for the Total Independence of Angola (UNITA),NA,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,5/17/2010,1
